id,customer_id,customer_name,amount,payment_method,error_code,error_category,retry_count,created_at,customer_tenure_days,language_pref
txn_00490,cust_4446,Vihaan,1488.09,upi,gateway_timeout,transient,0,2026-08-06T17:35:00,232,en
txn_00491,cust_2644,Arjun,384.47,upi,network_drop,transient,0,2026-08-08T22:42:00,1330,hi-en
txn_00492,cust_3229,Neha,21268.56,card,network_drop,transient,0,2026-08-05T13:20:00,22,en
txn_00493,cust_6233,Arjun,9992.07,card,gateway_timeout,transient,3,2026-08-14T21:24:00,26,hi-en
txn_00494,cust_4677,Sneha,3371.49,card,insufficient_funds,soft_decline,0,2026-08-09T23:04:00,219,en
txn_00495,cust_5262,Rahul,1914.6,card,do_not_honor,soft_decline,0,2026-08-11T03:14:00,117,hi-en
txn_00496,cust_5717,Myra,1056.45,upi,insufficient_funds,soft_decline,2,2026-08-05T17:03:00,825,en
txn_00497,cust_5289,Vihaan,21481.78,card,network_drop,transient,1,2026-08-02T00:42:00,1202,en
txn_00498,cust_5198,Arjun,3588.3,card,insufficient_funds,soft_decline,0,2026-08-10T02:26:00,234,en
txn_00499,cust_5155,Aarav,12086.03,card,insufficient_funds,soft_decline,3,2026-08-02T09:51:00,1819,en
txn_00500,cust_3161,Neha,703.14,card,restricted_card,hard_decline,0,2026-08-09T02:14:00,117,hi-en
